participant_id,attention_condition,n_colormap_trials,heatmap_accuracy,mean_rt,d_prime,d_prime_ci_low,d_prime_ci_high,d_prime_ci_excludes_zero,tier1_exclude_low_phone_sdt,tier1_exclude_low_heatmap_accuracy,excluded,tier2_participant_rt_outlier,exclude_tier2,exclusion_reason
62dcc5dc8fcf471ec987e7cf,dual_only,80,0.8374999999999999,4032.6999999999994,3.421767131542893,2.2854410450883886,4.558093217997397,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
62fbeca46caf4abaaf74b5f1,single_only,80,0.95,2189.8125000059604,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
6306a29015f8667413e26eef,dual_only,80,1,3047.9475000008947,4.444095085921065,2.9083216887278587,5.979868483114271,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
63268ad93b6ecc1acf782a21,single_only,80,0.9375,2140.088749995827,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
632b9d9bc38454f47019295c,single_only,80,1,2448.808750000596,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
632ccf5fdb3a004dec4919a2@email.prolific.com,dual_only,80,0.9125,3115.410000000149,2.7450940813549503,1.8874960930478006,3.6026920696621,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
63c047ef36e1348b19bb8010,single_only,80,1,2784.582500000298,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
63cee08c60670525b4f43946,single_only,80,0.9875,1602.9287500083447,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
63d1c79ff86ec609af6f77ad,single_only,80,1,1352.3837499997578,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
63d5b810f3dbbd11e7e65870,single_only,14,0.5714285714285714,1735.3000000544957,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
63d6d43d4f1649ce3dcfa30b,dual_only,80,0.875,1678.4187500104308,3.492900360902679,2.0768000168711227,4.909000704934235,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
63d7e469c2a30fc463e06b5d,dual_only,80,0.8375,2444.0374999910596,3.3679957696045815,2.295891409917394,4.4401001292917694,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
63e12e51551a0a00ab990651,dual_only,80,0.975,1267.4962499678136,3.362043856541756,1.8401938012842107,4.883893911799301,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
63e51bca9f87294437c3cbb8,single_only,39,0.4102564102564103,779.8538461533876,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
63e554b7631c8ec3ce069e32,single_only,80,1,1512.88124999851,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
63ea974c81ff0fffe7fb8613,dual_only,80,0.8375,3340.6175000056624,2.3124419822220776,1.4613156303926012,3.163568334051554,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
63ecff07b619306f41db42fa,single_only,80,0.9875,1436.9812500089406,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
63f26616270b0ad6ba923ac1,single_only,80,1,1493.7125,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
63fa78f21e485a372c6528fa,dual_only,80,0.525,989.8250000000002,3.1588723247088915,1.7250285417070377,4.5927161077107455,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
63fad8b20e532757a496f7f5,single_only,80,0.9875,1414.2262500008571,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
63fb77a17acd544343fb98fb,dual_only,80,0.925,2439.7425000026824,2.6841901263615195,1.7462199411013473,3.622160311621692,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
64402f7ad3d019dc99b9f3f0,single_only,80,0.95,2401.551250001043,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
645179915e31c1aeb3dc8129,single_only,80,1,1558.5425000002608,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
648343299ec8050d10aee27d,dual_only,80,0.4625,1106.191250014305,3.9566177848006463,2.257219532980307,5.6560160366209855,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
64badb09518eb5b219132eea,single_only,80,0.9875,1918.4137499999488,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
64fb30365bea2333e0da11ee,single_only,80,0.9,4125.857499999741,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
64fb3be137d2bd2bdfab8ba6,dual_only,80,0.5125,1834.8012499980632,2.295323437857535,1.4319062781684884,3.1587405975465814,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6509a48ff7809e6aba0cf5fa,single_only,80,0.925,3131.5824999999127,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
654bc148c95bca00d541ec33,dual_only,80,0.95,2984.576250000298,4.4174207161173396,2.8722277074865703,5.962613724748109,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
654fe6af3517f92a06444ca5,dual_only,80,0.875,1926.7737499952316,3.0765004290695233,1.7799990578555143,4.373001800283532,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
65b50fa832c828a13f2aa884,single_only,80,1,867.4774999827148,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
65e74f3dd1cf1c6869f7af37,dual_only,80,0.4625,1296.578749998659,1.8892280073956071,0.9183976842949283,2.860058330496286,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
65e8d383f3c7e1afd7b5c98f,dual_only,80,0.9375,2092.4187499910595,3.7212640522080345,2.3500877903729203,5.092440314043149,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
65f168305209539a4f55762c,single_only,80,1,1309.157499999553,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
6601d46f8d629109bdf2aec4,dual_only,80,0.9875,2893.9024999997578,3.9467481076008912,2.622538712710453,5.2709575024913295,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
662bf98a6f25e5ccdce46ebc,single_only,80,0.8499999999999999,3535.733750000409,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
662eeeb09572de78ffb440b1,single_only,80,1,1837.6162500023843,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
6634f3529f3dc58a0bf22552,single_only,80,1,1339.7824999928475,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
6636db94fa3ed150c2d78447,dual_only,80,0.4,898.7224999994044,2.2892329241804434,0.9883024894382504,3.5901633589226365,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
663aa5ef90785b13a70438e5,single_only,80,1,1570.5775000000372,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
663b810a9d37219004ad9fbd,single_only,80,1,1541.4324999958276,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
663d1309389a0851c125d533,dual_only,80,0.9375,2457.7187499970196,3.7961763222017977,2.455493884340787,5.136858760062808,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
663e26ccdbc470527165388b,dual_only,80,0.9625,2753.776250000298,3.8876635464477367,2.5279560605193354,5.2473710323761384,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
664184a2b35e6aa7e4eb89fd,dual_only,80,0.5,2044.2912499986587,2.4530977368473623,1.6217764479855896,3.284419025709135,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6643c412ed568375e3bf349c,dual_only,80,0.975,1836.4562500001862,2.511413717917278,1.4846504152493138,3.5381770205852425,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6643d22289210a4edf21e84d,dual_only,80,0.8,1518.1075000196695,2.7433141430419425,1.6666219840681118,3.8200063020157735,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
66491e9882aaa64c5d0911d5,single_only,80,0.925,2870.9000000037254,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
664b8bef90cdb799d4c4c35d,dual_only,80,0.8500000000000002,2825.7124999955295,3.4741151792280762,2.4240160371591934,4.524214321296959,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
665b7b047373d8da553237a6,single_only,80,0.975,1268.2499999999768,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
665cbb56d9ecb20564b9b607,single_only,80,0.9375,2183.3687499925495,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
666883e7cd549b6798159085,dual_only,80,0.9875,1801.9187500011176,3.6115927314586567,2.1959836841834295,5.027201778733884,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
666a11d046107a56965a98f5,dual_only,80,0.975,1540.5375,3.9747656425542175,2.2938631915454875,5.655668093562948,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
666b59f95861737274e65238,dual_only,80,0.975,1673.9712499767543,3.534363587284902,2.077839449394756,4.990887725175048,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6681ae9e7fbceb728648c7cb,dual_only,80,0.8875,1631.8550000011921,3.5748685343230227,2.1527996837207235,4.996937384925322,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
66856a62a9cd8445323c30c6,single_only,80,0.9625,4411.057500002906,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
66a819b2c3eb66cffc47e808,single_only,80,1,1336.5125,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
66aa52de62c06e01a958d91c,single_only,80,1,1181.55625,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
66b638403cc5a94acf985177,dual_only,80,1,1931.202499999991,3.1411735154589664,2.0177030278736545,4.264644003044278,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
66c0f464e0ff62798027b486,dual_only,80,0.5125,1603.8450000006706,3.3083081365846443,1.9882764467413505,4.628339826427938,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
66d8790772c9e0e4ee96259c,single_only,80,0.9875,1702.3612500003535,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
66e9cc5fb04f5ba6d8b5a3f1,single_only,80,0.9875,2182.1887500001117,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
66f4c82536b5c8271f53564c,dual_only,80,1,1989.23125,4.127281266374914,2.491505868012391,5.763056664737437,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
66fe99edb8a87ffd9478d5c1,dual_only,80,0.5625,2532.8087500000374,4.372506881609654,2.8114821073773006,5.933531655842008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6701206a49833a2065d10763,dual_only,80,0.4749999999999999,2133.1587500000196,2.7589462879250695,1.8298633398976674,3.6880292359524716,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6711e09a6906af2fa5b782bd,single_only,80,0.9875,1275.4449999997391,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
67155947b83a6aee15acbc0d,dual_only,80,0.48749999999999993,1108.2599999998697,0.28492387211311665,-1.4579691701508855,2.0278169143771185,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,phone_dprime_ci_includes_0;low_heatmap_accuracy_below_49.5_of_80
671d48efd49c25986a82bd89,single_only,80,0.975,1681.927500000596,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
67215ddb4fe41f208fba792b,single_only,3,0,1119.9666666686535,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
672e86a538b9e142805a426e,dual_only,80,0.9875,2613.736250000447,3.867166479305857,2.504507123900735,5.229825834710979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
673254169a08a9ab7fdbb888,single_only,80,0.5125,1242.2150000024587,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6734c699d11234d19b0be0ec,single_only,80,0.4375,928.9312499940394,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
67364113bdafe2840fa05b69,dual_only,80,0.95,3440.2150000035763,3.0736157566855358,2.1969412337774328,3.9502902795936388,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
673a37f0ad04c995c8322ca6,single_only,80,1,1253.4350001335144,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
673b8d1448db4a031a4a90b2,single_only,80,0.9125,1494.667499998212,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
673fe23a86818d6026205f04,dual_only,80,0.975,2070.281249991059,2.9188591716171386,1.888813623373288,3.9489047198609892,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6740a7474c623fa5738fda70,single_only,80,0.9375,1490.9625,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
6745f73ee7541460adbabcff,single_only,80,0.95,2048.272499999404,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
674c8549a9fd90b7c8dda9d3,dual_only,80,0.975,2493.9975000012664,4.287759828204181,2.70363259829719,5.871887058111172,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6751dc7082001cddf839b91b,dual_only,80,1,3325.943749999744,3.3012987943218803,2.3307094207371644,4.271888167906597,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6759f9a723f0ff8f61f6ebe8,dual_only,80,1,2339.6362499999873,3.780887910798006,2.3923401494406393,5.169435672155372,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
675c15e099767573c1619b7f,single_only,80,0.7999999999999999,1713.4875000000004,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
676325864a29c405dab887a0,dual_only,80,0.95,2498.749999999977,3.493683553298066,2.216088691711951,4.771278414884181,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
67639cb846231603c8e979cd,single_only,80,1,1089.9087500035762,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
676ed8014625d5ebd417b5f2,single_only,80,0.9125,1906.5287499971687,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
677180f70e024d29940222d9,single_only,80,1,1596.4537499999628,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
677c314658f46f3c0f19ba34,dual_only,80,0.9375,1750.7399999983609,4.011837704898098,2.332124026054731,5.691551383741465,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
677c358117d1ac70048fd3c6,single_only,80,0.95,2584.747500014305,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
6781163e42dd9b1176a29412,dual_only,80,0.5749999999999998,1664.5162500000213,1.838611897806108,1.0290255252910234,2.6481982703211924,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
67883d53705991d641bb1743,single_only,80,0.9625,1448.5125000000003,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
678c76ff10d7de60d4a4fd56,single_only,80,0.9875,2304.3287499979137,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
67915007d6208ae2bf005724,single_only,80,1,1611.4750000016763,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
67a62f17a81104f3f22f32e8,single_only,80,0.95,1402.44374999851,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
67acff5fc3860389b0c4dc25,dual_only,80,1,2474.6187499990688,4.279275191912516,2.6915065606371975,5.867043823187835,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
67c1d6d98c8787be36609212,single_only,80,0.95,3310.2262500017882,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
67cf0868690037aa2997bdab,single_only,80,0.9625,4361.6600000023855,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
67dc5b2e098a6ddc6eda0acd,single_only,80,0.35,1554.792500000447,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
67edb75b0744561f1cf6ff9d,dual_only,80,0.4125,821.5674999995157,0.23159853058727342,-1.5278393174012561,1.991036378575803,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,phone_dprime_ci_includes_0;low_heatmap_accuracy_below_49.5_of_80
68dd6ada1c06b7f58ff4020c,dual_only,80,1,1428.246250000014,3.4503210969205096,1.9915744775488715,4.909067716292148,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6941dcdd60e47496c3097b02,single_only,80,1,1126.1062499940394,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
694407485b91b19f9545cb80,dual_only,80,0.975,2575.349999999992,4.325508012612887,2.755780882848451,5.895235142377323,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6946df52c8f481594f455bdf,dual_only,80,0.7875000000000002,2246.0274999996645,2.7959793114337055,1.824789232312336,3.767169390555075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
694c8151e3b8d71d1a2a7f4f,single_only,80,0.5125,1764.857499999646,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6952c874bffb3b875800a61c,single_only,80,0.9625,2506.081250011921,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
695faf0ec3b7fbbbf7da9910,single_only,80,1,1839.7587499946355,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
69666df07d5352bd65323f89,single_only,80,1,3200.07999999933,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
696947c3dafb0ce06c00cbb1,single_only,80,0.44999999999999996,781.6724999999627,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,low_heatmap_accuracy_below_49.5_of_80
69694ea2cc6aea2154a83718,dual_only,80,0.9875,2122.085000000894,3.432086419473734,2.067158217587729,4.797014621359739,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6978dbe540efad1076e12cfc,dual_only,80,0.9375,1557.2487499922513,2.9762129451236885,1.8138795213529901,4.138546368894387,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
697cc825dbd7461cb71609d1,dual_only,80,0.9625,2026.8050000002609,3.199627221548325,2.091592251736186,4.307662191360464,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
698104dbb695e592122c9cd0,dual_only,80,0.9125,1582.1587499976158,4.054172479737803,2.4005499375499566,5.707795021925649,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
69864b91db1f8e065b805468,single_only,80,0.95,913.2474999979138,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
698796ccf456c156d91c7409,dual_only,80,0.9125,1786.158750012517,3.3487059847419367,1.9662414246174658,4.731170544866408,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
698bc7c5fea45cd148e37bd8,dual_only,80,0.4,9195.681250001118,3.3445731905138394,2.7449915245276024,3.9441548565000764,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
698bf7df3e0b8e83634158c4,single_only,80,0.9875,1188.5125,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
699389f6845fe709081f515c,single_only,80,0.9625,1072.8687500009314,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
69939b823c7d1ff0d5eecbb3,dual_only,80,0.7125,4431.4112500000165,2.6692753165698306,2.002729147935253,3.3358214852044084,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6993e83416945f6b2e3c9818,single_only,80,0.95,1576.1712499827142,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
69952cbd4aac65ccd088d008,single_only,80,0.975,1909.3424999967222,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
6997be27e376b1f7355cb8bb,single_only,80,0.925,1601.8137499995528,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,included
69987b91b25efc3b28e237dd,dual_only,80,0.975,3747.2375000000006,3.792904222191038,2.5785551802083386,5.0072532641737375,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
6999da133fea0494fa4a958f,dual_only,80,0.9625,2233.6412499994976,4.251462318924158,2.6598184024191145,5.843106235429202,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
699c5e1d7c9771502b7375f6,dual_only,80,0.95,3719.199999999883,3.6956740086460877,2.6903953859520024,4.700952631340173,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,included
